model,fold,task,length,lbin,genus,new,matched
esmc6b_3di_zeroctrl,5,pep,29,25-29,Ictalurus,False,0
esmc6b_3di_zeroctrl,5,propep,23,20-24,Mus,False,1
esmc6b_3di_zeroctrl,5,propep,26,25-29,Mus,False,1
esmc6b_3di_zeroctrl,5,propep,9,5-9,Halalkalibacterium,True,1
esmc6b_3di_zeroctrl,5,propep,11,10-14,Brevundimonas,False,0
esmc6b_3di_zeroctrl,5,propep,43,40-44,Streptococcus,False,0
esmc6b_3di_zeroctrl,5,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,17,15-19,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,propep,18,15-19,Arabidopsis,True,0
esmc6b_3di_zeroctrl,5,propep,23,20-24,Arabidopsis,True,1
esmc6b_3di_zeroctrl,5,pep,5,5-9,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,6,5-9,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,pep,12,10-14,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,23,20-24,Arabidopsis,True,1
esmc6b_3di_zeroctrl,5,pep,5,5-9,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,49,45-50,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,propep,29,25-29,Arabidopsis,True,1
esmc6b_3di_zeroctrl,5,pep,26,25-29,Felis,False,1
esmc6b_3di_zeroctrl,5,pep,24,20-24,Felis,False,1
esmc6b_3di_zeroctrl,5,propep,50,45-50,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,5,pep,11,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,11,10-14,Procambarus,False,0
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,propep,26,25-29,Procambarus,False,0
esmc6b_3di_zeroctrl,5,propep,7,5-9,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,11,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,11,10-14,Procambarus,False,0
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,pep,13,10-14,Procambarus,False,1
esmc6b_3di_zeroctrl,5,propep,26,25-29,Procambarus,False,0
esmc6b_3di_zeroctrl,5,propep,7,5-9,Procambarus,False,1
esmc6b_3di_zeroctrl,5,propep,27,25-29,Schizosaccharomyces,False,0
esmc6b_3di_zeroctrl,5,propep,13,10-14,Ureaplasma,True,1
esmc6b_3di_zeroctrl,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_3di_zeroctrl,5,propep,30,30-34,Dicentrarchus,False,1
esmc6b_3di_zeroctrl,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_3di_zeroctrl,5,propep,35,35-39,Dicentrarchus,False,0
esmc6b_3di_zeroctrl,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_3di_zeroctrl,5,pep,32,30-34,Dicentrarchus,False,1
esmc6b_3di_zeroctrl,5,pep,36,35-39,Typhlonectes,False,1
esmc6b_3di_zeroctrl,5,pep,30,30-34,Typhlonectes,False,1
esmc6b_3di_zeroctrl,5,propep,18,15-19,Mus,False,0
esmc6b_3di_zeroctrl,5,pep,14,10-14,Mus,False,1
esmc6b_3di_zeroctrl,5,pep,14,10-14,Rattus,False,1
esmc6b_3di_zeroctrl,5,propep,25,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,26,25-29,Arabidopsis,True,0
esmc6b_3di_zeroctrl,5,propep,20,20-24,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,propep,30,30-34,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,23,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,24,20-24,Arabidopsis,True,1
esmc6b_3di_zeroctrl,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,propep,5,5-9,Arabidopsis,False,0
esmc6b_3di_zeroctrl,5,pep,34,30-34,Oryctolagus,False,1
esmc6b_3di_zeroctrl,5,pep,35,35-39,Canis,False,0
esmc6b_3di_zeroctrl,5,pep,24,20-24,Canis,False,1
esmc6b_3di_zeroctrl,5,propep,24,20-24,Homo,False,0
esmc6b_3di_zeroctrl,5,pep,28,25-29,Drosophila,False,0
esmc6b_3di_zeroctrl,5,propep,6,5-9,Drosophila,False,0
esmc6b_3di_zeroctrl,5,propep,37,35-39,Drosophila,False,1
esmc6b_3di_zeroctrl,5,propep,29,25-29,Drosophila,True,1
esmc6b_3di_zeroctrl,5,pep,19,15-19,Drosophila,False,0
esmc6b_3di_zeroctrl,5,pep,29,25-29,Drosophila,False,0
esmc6b_3di_zeroctrl,5,propep,39,35-39,Drosophila,False,0
esmc6b_3di_zeroctrl,5,pep,41,40-44,Mus,False,1
esmc6b_3di_zeroctrl,5,pep,22,20-24,Felis,False,0
esmc6b_3di_zeroctrl,5,pep,36,35-39,Macaca,False,1
esmc6b_3di_zeroctrl,5,pep,30,30-34,Macaca,False,1
esmc6b_3di_zeroctrl,5,propep,28,25-29,Homo,False,0
esmc6b_3di_zeroctrl,5,propep,18,15-19,Mus,False,1
esmc6b_3di_zeroctrl,5,propep,33,30-34,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,23,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,5,propep,29,25-29,Trittame,False,1
esmc6b_3di_zeroctrl,5,propep,29,25-29,Trittame,False,1
esmc6b_3di_zeroctrl,5,propep,29,25-29,Trittame,False,1
esmc6b_3di_zeroctrl,5,pep,14,10-14,Conus,False,0
esmc6b_3di_zeroctrl,5,propep,36,35-39,Conus,False,0
esmc6b_3di_zeroctrl,5,propep,5,5-9,Conus,False,1
esmc6b_3di_zeroctrl,5,propep,29,25-29,Trittame,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Mesobuthus,False,0
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,True,0
esmc6b_3di_gated_boundary,2,pep,22,20-24,Conus,True,1
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,True,0
esmc6b_3di_gated_boundary,2,pep,14,10-14,Danio,True,0
esmc6b_3di_gated_boundary,2,propep,8,5-9,Danio,True,0
esmc6b_3di_gated_boundary,2,propep,26,25-29,Danio,True,1
esmc6b_3di_gated_boundary,2,pep,13,10-14,Heterometrus,False,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Heterometrus,False,1
esmc6b_3di_gated_boundary,2,propep,9,5-9,Loxosceles,True,0
esmc6b_3di_gated_boundary,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,15,15-19,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,12,10-14,Heteractis,True,1
esmc6b_3di_gated_boundary,2,pep,28,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,pep,28,25-29,Heteractis,True,1
esmc6b_3di_gated_boundary,2,propep,11,10-14,Heteractis,True,0
esmc6b_3di_gated_boundary,2,propep,24,20-24,Danio,False,1
esmc6b_3di_gated_boundary,2,pep,13,10-14,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,0
esmc6b_3di_gated_boundary,2,pep,25,25-29,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,0
esmc6b_3di_gated_boundary,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_gated_boundary,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_gated_boundary,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,33,30-34,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,16,15-19,Echinus,False,1
esmc6b_3di_gated_boundary,2,propep,35,35-39,Gallus,False,1
esmc6b_3di_gated_boundary,2,propep,13,10-14,Gallus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Gallus,False,0
esmc6b_3di_gated_boundary,2,pep,43,40-44,Moringa,False,0
esmc6b_3di_gated_boundary,2,propep,16,15-19,Moringa,False,1
esmc6b_3di_gated_boundary,2,pep,47,45-50,Paralithodes,False,0
esmc6b_3di_gated_boundary,2,propep,24,20-24,Coffea,False,0
esmc6b_3di_gated_boundary,2,pep,33,30-34,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,40,40-44,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,29,25-29,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,36,35-39,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,17,15-19,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,18,15-19,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,29,25-29,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,pep,25,25-29,Odontomachus,False,1
esmc6b_3di_gated_boundary,2,propep,18,15-19,Odontomachus,False,0
esmc6b_3di_gated_boundary,2,pep,11,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,18,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,25,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,30,30-34,Conus,True,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Manica,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Manica,False,1
esmc6b_3di_gated_boundary,2,pep,29,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,pep,20,20-24,Manica,True,1
esmc6b_3di_gated_boundary,2,pep,26,25-29,Manica,False,0
esmc6b_3di_gated_boundary,2,propep,10,10-14,Manica,False,0
esmc6b_3di_gated_boundary,2,pep,29,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,pep,28,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Manica,False,1
esmc6b_3di_gated_boundary,2,pep,21,20-24,Tetramorium,True,0
esmc6b_3di_gated_boundary,2,propep,10,10-14,Tetramorium,True,1
esmc6b_3di_gated_boundary,2,pep,23,20-24,Tetramorium,True,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Tetramorium,True,1
esmc6b_3di_gated_boundary,2,pep,10,10-14,Tetramorium,True,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Tetramorium,True,1
esmc6b_3di_gated_boundary,2,pep,26,25-29,Rhytidoponera,True,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Rhytidoponera,True,1
esmc6b_3di_gated_boundary,2,pep,27,25-29,Rhytidoponera,True,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Rhytidoponera,True,1
esmc6b_3di_gated_boundary,2,propep,45,45-50,Dendrocnide,True,1
esmc6b_3di_gated_boundary,2,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,25,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Phaeodactylum,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Thalassiosira,False,1
esmc6b_3di_gated_boundary,2,propep,24,20-24,Gossypium,False,0
esmc6b_3di_gated_boundary,2,propep,24,20-24,Sorghum,False,0
esmc6b_3di_gated_boundary,2,propep,25,25-29,Agrostis,False,0
esmc6b_3di_gated_boundary,2,propep,46,45-50,Paenarthrobacter,False,1
esmc6b_3di_gated_boundary,2,propep,48,45-50,Nocardioides,False,1
esmc6b_3di_gated_boundary,2,pep,19,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,20,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,21,20-24,Conus,True,1
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,True,0
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,True,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Conus,True,0
esmc6b_3di_gated_boundary,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,pep,29,25-29,Conus,True,1
esmc6b_3di_gated_boundary,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_gated_boundary,2,propep,48,45-50,Salinispora,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Synechococcus,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Synechococcus,False,1
esmc6b_3di_gated_boundary,2,propep,49,45-50,Homo,False,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Parabacteroides,False,0
esmc6b_3di_gated_boundary,2,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,17,15-19,Conus,True,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Demansia,False,1
esmc6b_3di_gated_boundary,2,propep,47,45-50,Demansia,False,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Demansia,False,1
esmc6b_3di_gated_boundary,2,propep,45,45-50,Demansia,False,1
esmc6b_3di_gated_boundary,2,pep,9,5-9,Anoplius,False,0
esmc6b_3di_gated_boundary,2,propep,26,25-29,Pleurotus,False,0
esmc6b_3di_gated_boundary,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_gated_boundary,2,propep,25,25-29,Saccharomyces,False,1
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,28,25-29,Nematostella,False,1
esmc6b_3di_gated_boundary,2,propep,16,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,16,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_gated_boundary,2,propep,35,35-39,Mycetinis,False,0
esmc6b_3di_gated_boundary,2,propep,39,35-39,Mycetinis,False,0
esmc6b_3di_gated_boundary,2,propep,8,5-9,Microcystis,False,1
esmc6b_3di_gated_boundary,2,propep,32,30-34,Aspergillus,False,1
esmc6b_3di_gated_boundary,2,propep,33,30-34,Aspergillus,False,1
esmc6b_3di_gated_boundary,2,propep,29,25-29,Aspergillus,False,0
esmc6b_3di_gated_boundary,2,propep,24,20-24,Aspergillus,False,1
esmc6b_3di_gated_boundary,2,pep,35,35-39,Chilobrachys,False,1
esmc6b_3di_gated_boundary,2,propep,25,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Crocosphaera,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Picosynechococcus,False,1
esmc6b_3di_gated_boundary,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_gated_boundary,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_gated_boundary,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_gated_boundary,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Epichloe,True,1
esmc6b_3di_gated_boundary,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_gated_boundary,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_gated_boundary,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Nostoc,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Loxosceles,True,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Loxosceles,True,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Porphyromonas,False,1
esmc6b_3di_gated_boundary,2,propep,26,25-29,Porphyromonas,False,1
esmc6b_3di_gated_boundary,2,propep,19,15-19,Welwitschia,False,1
esmc6b_3di_gated_boundary,2,pep,19,15-19,Cupiennius,True,0
esmc6b_3di_gated_boundary,2,pep,19,15-19,Cupiennius,True,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,propep,14,10-14,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,propep,9,5-9,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,propep,20,20-24,Cryptophis,False,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Cryptophis,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_gated_boundary,2,pep,30,30-34,Bungarus,False,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_gated_boundary,2,propep,12,10-14,Rhodnius,False,0
esmc6b_3di_gated_boundary,2,propep,11,10-14,Rhodnius,False,0
esmc6b_3di_gated_boundary,2,propep,40,40-44,Toxoplasma,False,0
esmc6b_3di_gated_boundary,2,propep,18,15-19,Toxoplasma,False,0
esmc6b_3di_gated_boundary,2,pep,34,30-34,Naja,False,1
esmc6b_3di_gated_boundary,2,pep,30,30-34,Ophiophagus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,8,5-9,Rippkaea,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Gloeothece,False,1
esmc6b_3di_gated_boundary,2,propep,50,45-50,Pseudarthrobacter,False,1
esmc6b_3di_gated_boundary,2,propep,8,5-9,Cyanothece,False,1
esmc6b_3di_gated_boundary,2,propep,24,20-24,Danio,False,1
esmc6b_3di_gated_boundary,2,propep,7,5-9,Buthus,False,0
esmc6b_3di_gated_boundary,2,pep,10,10-14,Buthus,False,1
esmc6b_3di_gated_boundary,2,propep,31,30-34,Buthus,False,1
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,43,40-44,Lachesana,False,1
esmc6b_3di_gated_boundary,2,propep,47,45-50,Lachesana,False,1
esmc6b_3di_gated_boundary,2,propep,47,45-50,Lachesana,False,1
esmc6b_3di_gated_boundary,2,pep,16,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,30,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Agrotis,False,0
esmc6b_3di_gated_boundary,2,pep,13,10-14,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,11,10-14,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,31,30-34,Agrotis,False,1
esmc6b_3di_gated_boundary,2,propep,47,45-50,Agrotis,False,1
esmc6b_3di_gated_boundary,2,propep,5,5-9,Agrotis,False,0
esmc6b_3di_gated_boundary,2,pep,14,10-14,Agrotis,False,0
esmc6b_3di_gated_boundary,2,pep,19,15-19,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,33,30-34,Agrotis,False,0
esmc6b_3di_gated_boundary,2,pep,14,10-14,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,22,20-24,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,12,10-14,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,22,20-24,Agrotis,False,1
esmc6b_3di_gated_boundary,2,pep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,15,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,22,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,19,15-19,Crotalus,False,0
esmc6b_3di_gated_boundary,2,propep,5,5-9,Crotalus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_gated_boundary,2,propep,47,45-50,Beutenbergia,False,1
esmc6b_3di_gated_boundary,2,propep,15,15-19,Geobacillus,False,0
esmc6b_3di_gated_boundary,2,pep,13,10-14,Opisthacanthus,False,1
esmc6b_3di_gated_boundary,2,propep,31,30-34,Opisthacanthus,False,1
esmc6b_3di_gated_boundary,2,pep,14,10-14,Opisthacanthus,False,1
esmc6b_3di_gated_boundary,2,propep,29,25-29,Opisthacanthus,False,1
esmc6b_3di_gated_boundary,2,pep,12,10-14,Streptomyces,False,1
esmc6b_3di_gated_boundary,2,propep,25,25-29,Plasmodium,False,1
esmc6b_3di_gated_boundary,2,pep,19,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,28,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,46,45-50,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,9,5-9,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,34,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,5,5-9,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,27,25-29,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,11,10-14,Conus,False,0
esmc6b_3di_gated_boundary,2,pep,31,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,10,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,31,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,11,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,32,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,33,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,44,40-44,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,14,10-14,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_gated_boundary,2,propep,50,45-50,Acidimicrobium,False,0
esmc6b_3di_gated_boundary,2,propep,50,45-50,Jonesia,False,1
esmc6b_3di_gated_boundary,2,propep,12,10-14,Crotalus,False,0
esmc6b_3di_gated_boundary,2,propep,20,20-24,Agkistrodon,False,0
esmc6b_3di_gated_boundary,2,propep,50,45-50,Sanguibacter,False,0
esmc6b_3di_gated_boundary,2,pep,38,35-39,Conus,False,1
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,1
esmc6b_3di_gated_boundary,2,pep,41,40-44,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,0
esmc6b_3di_gated_boundary,2,pep,39,35-39,Conus,False,0
esmc6b_3di_gated_boundary,2,propep,23,20-24,Conus,False,0
esmc6b_3di_gated_boundary,2,pep,34,30-34,Cyriopagopus,False,0
